Ngành,Mức điểm đầu vào,Trường đại học,Điểm chuẩn,Tổ hợp,Năm,Ghi chú,Mã trường
quản trị khách sạn,Trung bình,HSU - Trường Đại Học Hoa Sen,16.0,D01,2022,,HSU
thiết kế đồ họa,Trung bình,HSU - Trường Đại Học Hoa Sen,15.0,A01,2021,,HSU
thiết kế đồ họa,Trung bình,HSU - Trường Đại Học Hoa Sen,15.0,D01,2021,,HSU
thiết kế thời trang,Trung bình,HSU - Trường Đại Học Hoa Sen,15.0,A01,2021,,HSU
thiết kế thời trang,Trung bình,HSU - Trường Đại Học Hoa Sen,15.0,D01,2021,,HSU
ngôn ngữ anh,Trung bình,HSU - Trường Đại Học Hoa Sen,18.0,D01,2021,Tiếng Anh nhân 2; điểm Tiếng Anh chưa nhân hệ số đạt từ 5.0 điểm trở lên.,HSU
ngôn ngữ trung quốc,Trung bình,HSU - Trường Đại Học Hoa Sen,16.0,A01,2021,,HSU
ngôn ngữ trung quốc,Trung bình,HSU - Trường Đại Học Hoa Sen,16.0,D01,2021,,HSU
tâm lý học,Trung bình,HSU - Trường Đại Học Hoa Sen,17.0,A01,2021,,HSU
tâm lý học,Trung bình,HSU - Trường Đại Học Hoa Sen,17.0,D01,2021,,HSU
quan hệ công chúng,Trung bình,HSU - Trường Đại Học Hoa Sen,17.0,A00,2021,,HSU
quan hệ công chúng,Trung bình,HSU - Trường Đại Học Hoa Sen,17.0,A01,2021,,HSU
quan hệ công chúng,Trung bình,HSU - Trường Đại Học Hoa Sen,17.0,D01,2021,,HSU
quản trị kinh doanh,Trung bình,HSU - Trường Đại Học Hoa Sen,16.0,A00,2021,,HSU
quản trị kinh doanh,Trung bình,HSU - Trường Đại Học Hoa Sen,16.0,A01,2021,,HSU
quản trị kinh doanh,Trung bình,HSU - Trường Đại Học Hoa Sen,16.0,D01,2021,,HSU
digital marketing,Trung bình,HSU - Trường Đại Học Hoa Sen,17.0,A00,2021,,HSU
digital marketing,Trung bình,HSU - Trường Đại Học Hoa Sen,17.0,A01,2021,,HSU
digital marketing,Trung bình,HSU - Trường Đại Học Hoa Sen,17.0,D01,2021,,HSU
marketing,Trung bình,HSU - Trường Đại Học Hoa Sen,18.0,A00,2021,,HSU
marketing,Trung bình,HSU - Trường Đại Học Hoa Sen,18.0,A01,2021,,HSU
marketing,Trung bình,HSU - Trường Đại Học Hoa Sen,18.0,D01,2021,,HSU
kinh doanh quốc tế,Trung bình,HSU - Trường Đại Học Hoa Sen,16.0,A00,2021,,HSU
kinh doanh quốc tế,Trung bình,HSU - Trường Đại Học Hoa Sen,16.0,A01,2021,,HSU
kinh doanh quốc tế,Trung bình,HSU - Trường Đại Học Hoa Sen,16.0,D01,2021,,HSU
kế toán,Trung bình,HSU - Trường Đại Học Hoa Sen,16.0,A00,2021,,HSU
kế toán,Trung bình,HSU - Trường Đại Học Hoa Sen,16.0,A01,2021,,HSU
kế toán,Trung bình,HSU - Trường Đại Học Hoa Sen,16.0,D01,2021,,HSU
quản trị nhân lực,Trung bình,HSU - Trường Đại Học Hoa Sen,16.0,A00,2021,,HSU
quản trị nhân lực,Trung bình,HSU - Trường Đại Học Hoa Sen,16.0,A01,2021,,HSU
quản trị nhân lực,Trung bình,HSU - Trường Đại Học Hoa Sen,16.0,D01,2021,,HSU
luật,Trung bình,HSU - Trường Đại Học Hoa Sen,16.0,A00,2021,,HSU
luật,Trung bình,HSU - Trường Đại Học Hoa Sen,16.0,A01,2021,,HSU
luật,Trung bình,HSU - Trường Đại Học Hoa Sen,16.0,D01,2021,,HSU
luật kinh tế,Trung bình,HSU - Trường Đại Học Hoa Sen,17.0,A00,2021,,HSU
luật kinh tế,Trung bình,HSU - Trường Đại Học Hoa Sen,17.0,A01,2021,,HSU
luật kinh tế,Trung bình,HSU - Trường Đại Học Hoa Sen,17.0,D01,2021,,HSU
kỹ thuật phần mềm,Trung bình,HSU - Trường Đại Học Hoa Sen,18.0,A00,2021,,HSU
kỹ thuật phần mềm,Trung bình,HSU - Trường Đại Học Hoa Sen,18.0,A01,2021,,HSU
kỹ thuật phần mềm,Trung bình,HSU - Trường Đại Học Hoa Sen,18.0,D01,2021,,HSU
trí tuệ nhân tạo,Trung bình,HSU - Trường Đại Học Hoa Sen,18.0,A00,2021,,HSU
trí tuệ nhân tạo,Trung bình,HSU - Trường Đại Học Hoa Sen,18.0,A01,2021,,HSU
trí tuệ nhân tạo,Trung bình,HSU - Trường Đại Học Hoa Sen,18.0,D01,2021,,HSU
công nghệ thông tin,Trung bình,HSU - Trường Đại Học Hoa Sen,18.0,A00,2021,,HSU
công nghệ thông tin,Trung bình,HSU - Trường Đại Học Hoa Sen,18.0,A01,2021,,HSU
công nghệ thông tin,Trung bình,HSU - Trường Đại Học Hoa Sen,18.0,D01,2021,,HSU
thiết kế nội thất,Trung bình,HSU - Trường Đại Học Hoa Sen,15.0,A01,2021,,HSU
thiết kế nội thất,Trung bình,HSU - Trường Đại Học Hoa Sen,15.0,D01,2021,,HSU
quản trị khách sạn,Trung bình,HSU - Trường Đại Học Hoa Sen,16.0,A00,2021,,HSU
quản trị khách sạn,Trung bình,HSU - Trường Đại Học Hoa Sen,16.0,A01,2021,,HSU
quản trị khách sạn,Trung bình,HSU - Trường Đại Học Hoa Sen,16.0,D01,2021,,HSU
thiết kế đồ họa,Trung bình,HSU - Trường Đại Học Hoa Sen,15.0,A01,2020,,HSU
thiết kế đồ họa,Trung bình,HSU - Trường Đại Học Hoa Sen,15.0,D01,2020,,HSU
thiết kế thời trang,Trung bình,HSU - Trường Đại Học Hoa Sen,15.0,A01,2020,,HSU
thiết kế thời trang,Trung bình,HSU - Trường Đại Học Hoa Sen,15.0,D01,2020,,HSU
ngôn ngữ anh,Trung bình,HSU - Trường Đại Học Hoa Sen,18.0,D01,2020,Tiếng Anh nhân 2; điểm Tiếng Anh chưa nhân hệ số đạt từ 5.0 điểm trở lên.,HSU
ngôn ngữ trung quốc,Trung bình,HSU - Trường Đại Học Hoa Sen,16.0,A01,2020,,HSU
ngôn ngữ trung quốc,Trung bình,HSU - Trường Đại Học Hoa Sen,16.0,D01,2020,,HSU
tâm lý học,Trung bình,HSU - Trường Đại Học Hoa Sen,17.0,A01,2020,,HSU
tâm lý học,Trung bình,HSU - Trường Đại Học Hoa Sen,17.0,D01,2020,,HSU
quan hệ công chúng,Trung bình,HSU - Trường Đại Học Hoa Sen,17.0,A00,2020,,HSU
quan hệ công chúng,Trung bình,HSU - Trường Đại Học Hoa Sen,17.0,A01,2020,,HSU
quan hệ công chúng,Trung bình,HSU - Trường Đại Học Hoa Sen,17.0,D01,2020,,HSU
quản trị kinh doanh,Trung bình,HSU - Trường Đại Học Hoa Sen,16.0,A00,2020,,HSU
quản trị kinh doanh,Trung bình,HSU - Trường Đại Học Hoa Sen,16.0,A01,2020,,HSU
quản trị kinh doanh,Trung bình,HSU - Trường Đại Học Hoa Sen,16.0,D01,2020,,HSU
digital marketing,Trung bình,HSU - Trường Đại Học Hoa Sen,17.0,A00,2020,,HSU
digital marketing,Trung bình,HSU - Trường Đại Học Hoa Sen,17.0,A01,2020,,HSU
digital marketing,Trung bình,HSU - Trường Đại Học Hoa Sen,17.0,D01,2020,,HSU
marketing,Trung bình,HSU - Trường Đại Học Hoa Sen,18.0,A00,2020,,HSU
marketing,Trung bình,HSU - Trường Đại Học Hoa Sen,18.0,A01,2020,,HSU
marketing,Trung bình,HSU - Trường Đại Học Hoa Sen,18.0,D01,2020,,HSU
kinh doanh quốc tế,Trung bình,HSU - Trường Đại Học Hoa Sen,16.0,A00,2020,,HSU
kinh doanh quốc tế,Trung bình,HSU - Trường Đại Học Hoa Sen,16.0,A01,2020,,HSU
kinh doanh quốc tế,Trung bình,HSU - Trường Đại Học Hoa Sen,16.0,D01,2020,,HSU
kế toán,Trung bình,HSU - Trường Đại Học Hoa Sen,16.0,A00,2020,,HSU
kế toán,Trung bình,HSU - Trường Đại Học Hoa Sen,16.0,A01,2020,,HSU
kế toán,Trung bình,HSU - Trường Đại Học Hoa Sen,16.0,D01,2020,,HSU
quản trị nhân lực,Trung bình,HSU - Trường Đại Học Hoa Sen,16.0,A00,2020,,HSU
quản trị nhân lực,Trung bình,HSU - Trường Đại Học Hoa Sen,16.0,A01,2020,,HSU
quản trị nhân lực,Trung bình,HSU - Trường Đại Học Hoa Sen,16.0,D01,2020,,HSU
luật,Trung bình,HSU - Trường Đại Học Hoa Sen,16.0,A00,2020,,HSU
luật,Trung bình,HSU - Trường Đại Học Hoa Sen,16.0,A01,2020,,HSU
luật,Trung bình,HSU - Trường Đại Học Hoa Sen,16.0,D01,2020,,HSU
luật kinh tế,Trung bình,HSU - Trường Đại Học Hoa Sen,17.0,A00,2020,,HSU
luật kinh tế,Trung bình,HSU - Trường Đại Học Hoa Sen,17.0,A01,2020,,HSU
luật kinh tế,Trung bình,HSU - Trường Đại Học Hoa Sen,17.0,D01,2020,,HSU
kỹ thuật phần mềm,Trung bình,HSU - Trường Đại Học Hoa Sen,18.0,A00,2020,,HSU
kỹ thuật phần mềm,Trung bình,HSU - Trường Đại Học Hoa Sen,18.0,A01,2020,,HSU
kỹ thuật phần mềm,Trung bình,HSU - Trường Đại Học Hoa Sen,18.0,D01,2020,,HSU
trí tuệ nhân tạo,Trung bình,HSU - Trường Đại Học Hoa Sen,18.0,A00,2020,,HSU
trí tuệ nhân tạo,Trung bình,HSU - Trường Đại Học Hoa Sen,18.0,A01,2020,,HSU
trí tuệ nhân tạo,Trung bình,HSU - Trường Đại Học Hoa Sen,18.0,D01,2020,,HSU
công nghệ thông tin,Trung bình,HSU - Trường Đại Học Hoa Sen,18.0,A00,2020,,HSU
công nghệ thông tin,Trung bình,HSU - Trường Đại Học Hoa Sen,18.0,A01,2020,,HSU
công nghệ thông tin,Trung bình,HSU - Trường Đại Học Hoa Sen,18.0,D01,2020,,HSU
thiết kế nội thất,Trung bình,HSU - Trường Đại Học Hoa Sen,15.0,A01,2020,,HSU
thiết kế nội thất,Trung bình,HSU - Trường Đại Học Hoa Sen,15.0,D01,2020,,HSU
quản trị khách sạn,Trung bình,HSU - Trường Đại Học Hoa Sen,16.0,A00,2020,,HSU
quản trị khách sạn,Trung bình,HSU - Trường Đại Học Hoa Sen,16.0,A01,2020,,HSU
quản trị khách sạn,Trung bình,HSU - Trường Đại Học Hoa Sen,16.0,D01,2020,,HSU
ngôn ngữ anh,Thấp,DCQ - Trường Đại Học Công Nghệ và Quản Lý Hữu Nghị,16.0,D01,2023,,DCQ
ngôn ngữ trung quốc,Thấp,DCQ - Trường Đại Học Công Nghệ và Quản Lý Hữu Nghị,16.0,D01,2023,,DCQ
quản trị kinh doanh,Thấp,DCQ - Trường Đại Học Công Nghệ và Quản Lý Hữu Nghị,16.0,A00,2023,,DCQ
quản trị kinh doanh,Thấp,DCQ - Trường Đại Học Công Nghệ và Quản Lý Hữu Nghị,16.0,A01,2023,,DCQ
quản trị kinh doanh,Thấp,DCQ - Trường Đại Học Công Nghệ và Quản Lý Hữu Nghị,16.0,D01,2023,,DCQ
tài chính - ngân hàng,Thấp,DCQ - Trường Đại Học Công Nghệ và Quản Lý Hữu Nghị,16.0,A00,2023,,DCQ
tài chính - ngân hàng,Thấp,DCQ - Trường Đại Học Công Nghệ và Quản Lý Hữu Nghị,16.0,A01,2023,,DCQ
tài chính - ngân hàng,Thấp,DCQ - Trường Đại Học Công Nghệ và Quản Lý Hữu Nghị,16.0,D01,2023,,DCQ
kế toán,Thấp,DCQ - Trường Đại Học Công Nghệ và Quản Lý Hữu Nghị,16.0,A00,2023,,DCQ
kế toán,Thấp,DCQ - Trường Đại Học Công Nghệ và Quản Lý Hữu Nghị,16.0,A01,2023,,DCQ
kế toán,Thấp,DCQ - Trường Đại Học Công Nghệ và Quản Lý Hữu Nghị,16.0,D01,2023,,DCQ
luật kinh tế,Thấp,DCQ - Trường Đại Học Công Nghệ và Quản Lý Hữu Nghị,16.0,A00,2023,,DCQ
luật kinh tế,Thấp,DCQ - Trường Đại Học Công Nghệ và Quản Lý Hữu Nghị,16.0,C00,2023,,DCQ
luật kinh tế,Thấp,DCQ - Trường Đại Học Công Nghệ và Quản Lý Hữu Nghị,16.0,D01,2023,,DCQ
kỹ thuật phần mềm,Thấp,DCQ - Trường Đại Học Công Nghệ và Quản Lý Hữu Nghị,16.0,A00,2023,,DCQ
kỹ thuật phần mềm,Thấp,DCQ - Trường Đại Học Công Nghệ và Quản Lý Hữu Nghị,16.0,A01,2023,,DCQ
kỹ thuật phần mềm,Thấp,DCQ - Trường Đại Học Công Nghệ và Quản Lý Hữu Nghị,16.0,D01,2023,,DCQ
công nghệ thông tin,Thấp,DCQ - Trường Đại Học Công Nghệ và Quản Lý Hữu Nghị,16.0,A00,2023,,DCQ
công nghệ thông tin,Thấp,DCQ - Trường Đại Học Công Nghệ và Quản Lý Hữu Nghị,16.0,A01,2023,,DCQ
công nghệ thông tin,Thấp,DCQ - Trường Đại Học Công Nghệ và Quản Lý Hữu Nghị,16.0,D01,2023,,DCQ
công nghệ kỹ thuật ô tô,Thấp,DCQ - Trường Đại Học Công Nghệ và Quản Lý Hữu Nghị,16.0,A00,2023,,DCQ
công nghệ kỹ thuật ô tô,Thấp,DCQ - Trường Đại Học Công Nghệ và Quản Lý Hữu Nghị,16.0,A01,2023,,DCQ
công nghệ kỹ thuật ô tô,Thấp,DCQ - Trường Đại Học Công Nghệ và Quản Lý Hữu Nghị,16.0,D01,2023,,DCQ
logistics và quản lý chuỗi cung ứng,Thấp,DCQ - Trường Đại Học Công Nghệ và Quản Lý Hữu Nghị,16.0,A00,2023,,DCQ
logistics và quản lý chuỗi cung ứng,Thấp,DCQ - Trường Đại Học Công Nghệ và Quản Lý Hữu Nghị,16.0,A01,2023,,DCQ
logistics và quản lý chuỗi cung ứng,Thấp,DCQ - Trường Đại Học Công Nghệ và Quản Lý Hữu Nghị,16.0,D01,2023,,DCQ
quản trị dịch vụ du lịch và lữ hành,Thấp,DCQ - Trường Đại Học Công Nghệ và Quản Lý Hữu Nghị,16.0,C00,2023,,DCQ
quản trị dịch vụ du lịch và lữ hành,Thấp,DCQ - Trường Đại Học Công Nghệ và Quản Lý Hữu Nghị,16.0,D01,2023,,DCQ
ngôn ngữ anh,Thấp,DCQ - Trường Đại Học Công Nghệ và Quản Lý Hữu Nghị,16.0,D01,2022,,DCQ
ngôn ngữ trung quốc,Thấp,DCQ - Trường Đại Học Công Nghệ và Quản Lý Hữu Nghị,16.0,D01,2022,,DCQ
quản trị kinh doanh,Thấp,DCQ - Trường Đại Học Công Nghệ và Quản Lý Hữu Nghị,16.0,A00,2022,,DCQ
quản trị kinh doanh,Thấp,DCQ - Trường Đại Học Công Nghệ và Quản Lý Hữu Nghị,16.0,A01,2022,,DCQ
quản trị kinh doanh,Thấp,DCQ - Trường Đại Học Công Nghệ và Quản Lý Hữu Nghị,16.0,D01,2022,,DCQ
tài chính - ngân hàng,Thấp,DCQ - Trường Đại Học Công Nghệ và Quản Lý Hữu Nghị,16.0,A00,2022,,DCQ
tài chính - ngân hàng,Thấp,DCQ - Trường Đại Học Công Nghệ và Quản Lý Hữu Nghị,16.0,A01,2022,,DCQ
tài chính - ngân hàng,Thấp,DCQ - Trường Đại Học Công Nghệ và Quản Lý Hữu Nghị,16.0,D01,2022,,DCQ
kế toán,Thấp,DCQ - Trường Đại Học Công Nghệ và Quản Lý Hữu Nghị,16.0,A00,2022,,DCQ
kế toán,Thấp,DCQ - Trường Đại Học Công Nghệ và Quản Lý Hữu Nghị,16.0,A01,2022,,DCQ
kế toán,Thấp,DCQ - Trường Đại Học Công Nghệ và Quản Lý Hữu Nghị,16.0,D01,2022,,DCQ
luật kinh tế,Thấp,DCQ - Trường Đại Học Công Nghệ và Quản Lý Hữu Nghị,16.0,A00,2022,,DCQ
luật kinh tế,Thấp,DCQ - Trường Đại Học Công Nghệ và Quản Lý Hữu Nghị,16.0,C00,2022,,DCQ
luật kinh tế,Thấp,DCQ - Trường Đại Học Công Nghệ và Quản Lý Hữu Nghị,16.0,D01,2022,,DCQ
kỹ thuật phần mềm,Thấp,DCQ - Trường Đại Học Công Nghệ và Quản Lý Hữu Nghị,16.0,A00,2022,,DCQ
kỹ thuật phần mềm,Thấp,DCQ - Trường Đại Học Công Nghệ và Quản Lý Hữu Nghị,16.0,A01,2022,,DCQ
kỹ thuật phần mềm,Thấp,DCQ - Trường Đại Học Công Nghệ và Quản Lý Hữu Nghị,16.0,D01,2022,,DCQ
công nghệ thông tin,Thấp,DCQ - Trường Đại Học Công Nghệ và Quản Lý Hữu Nghị,16.0,A00,2022,,DCQ
công nghệ thông tin,Thấp,DCQ - Trường Đại Học Công Nghệ và Quản Lý Hữu Nghị,16.0,A01,2022,,DCQ
công nghệ thông tin,Thấp,DCQ - Trường Đại Học Công Nghệ và Quản Lý Hữu Nghị,16.0,D01,2022,,DCQ
công nghệ kỹ thuật ô tô,Thấp,DCQ - Trường Đại Học Công Nghệ và Quản Lý Hữu Nghị,16.0,A00,2022,,DCQ
công nghệ kỹ thuật ô tô,Thấp,DCQ - Trường Đại Học Công Nghệ và Quản Lý Hữu Nghị,16.0,A01,2022,,DCQ
công nghệ kỹ thuật ô tô,Thấp,DCQ - Trường Đại Học Công Nghệ và Quản Lý Hữu Nghị,16.0,D01,2022,,DCQ
logistics và quản lý chuỗi cung ứng,Thấp,DCQ - Trường Đại Học Công Nghệ và Quản Lý Hữu Nghị,16.0,A00,2022,,DCQ
logistics và quản lý chuỗi cung ứng,Thấp,DCQ - Trường Đại Học Công Nghệ và Quản Lý Hữu Nghị,16.0,A01,2022,,DCQ
logistics và quản lý chuỗi cung ứng,Thấp,DCQ - Trường Đại Học Công Nghệ và Quản Lý Hữu Nghị,16.0,D01,2022,,DCQ
quản trị dịch vụ du lịch và lữ hành,Thấp,DCQ - Trường Đại Học Công Nghệ và Quản Lý Hữu Nghị,16.0,C00,2022,,DCQ
quản trị dịch vụ du lịch và lữ hành,Thấp,DCQ - Trường Đại Học Công Nghệ và Quản Lý Hữu Nghị,16.0,D01,2022,,DCQ
ngôn ngữ anh,Thấp,DCQ - Trường Đại Học Công Nghệ và Quản Lý Hữu Nghị,16.0,D01,2021,,DCQ
ngôn ngữ trung quốc,Thấp,DCQ - Trường Đại Học Công Nghệ và Quản Lý Hữu Nghị,16.0,D01,2021,,DCQ
quản trị kinh doanh,Thấp,DCQ - Trường Đại Học Công Nghệ và Quản Lý Hữu Nghị,16.0,A00,2021,,DCQ
quản trị kinh doanh,Thấp,DCQ - Trường Đại Học Công Nghệ và Quản Lý Hữu Nghị,16.0,A01,2021,,DCQ
quản trị kinh doanh,Thấp,DCQ - Trường Đại Học Công Nghệ và Quản Lý Hữu Nghị,16.0,D01,2021,,DCQ
tài chính - ngân hàng,Thấp,DCQ - Trường Đại Học Công Nghệ và Quản Lý Hữu Nghị,16.0,A00,2021,,DCQ
tài chính - ngân hàng,Thấp,DCQ - Trường Đại Học Công Nghệ và Quản Lý Hữu Nghị,16.0,A01,2021,,DCQ
tài chính - ngân hàng,Thấp,DCQ - Trường Đại Học Công Nghệ và Quản Lý Hữu Nghị,16.0,D01,2021,,DCQ
kế toán,Thấp,DCQ - Trường Đại Học Công Nghệ và Quản Lý Hữu Nghị,16.0,A00,2021,,DCQ
kế toán,Thấp,DCQ - Trường Đại Học Công Nghệ và Quản Lý Hữu Nghị,16.0,A01,2021,,DCQ
kế toán,Thấp,DCQ - Trường Đại Học Công Nghệ và Quản Lý Hữu Nghị,16.0,D01,2021,,DCQ
luật kinh tế,Thấp,DCQ - Trường Đại Học Công Nghệ và Quản Lý Hữu Nghị,16.0,A00,2021,,DCQ
luật kinh tế,Thấp,DCQ - Trường Đại Học Công Nghệ và Quản Lý Hữu Nghị,16.0,C00,2021,,DCQ
luật kinh tế,Thấp,DCQ - Trường Đại Học Công Nghệ và Quản Lý Hữu Nghị,16.0,D01,2021,,DCQ
kỹ thuật phần mềm,Thấp,DCQ - Trường Đại Học Công Nghệ và Quản Lý Hữu Nghị,16.0,A00,2021,,DCQ
kỹ thuật phần mềm,Thấp,DCQ - Trường Đại Học Công Nghệ và Quản Lý Hữu Nghị,16.0,A01,2021,,DCQ
kỹ thuật phần mềm,Thấp,DCQ - Trường Đại Học Công Nghệ và Quản Lý Hữu Nghị,16.0,D01,2021,,DCQ
công nghệ thông tin,Thấp,DCQ - Trường Đại Học Công Nghệ và Quản Lý Hữu Nghị,16.0,A00,2021,,DCQ
công nghệ thông tin,Thấp,DCQ - Trường Đại Học Công Nghệ và Quản Lý Hữu Nghị,16.0,A01,2021,,DCQ
công nghệ thông tin,Thấp,DCQ - Trường Đại Học Công Nghệ và Quản Lý Hữu Nghị,16.0,D01,2021,,DCQ
công nghệ kỹ thuật ô tô,Thấp,DCQ - Trường Đại Học Công Nghệ và Quản Lý Hữu Nghị,16.0,A00,2021,,DCQ
công nghệ kỹ thuật ô tô,Thấp,DCQ - Trường Đại Học Công Nghệ và Quản Lý Hữu Nghị,16.0,A01,2021,,DCQ
công nghệ kỹ thuật ô tô,Thấp,DCQ - Trường Đại Học Công Nghệ và Quản Lý Hữu Nghị,16.0,D01,2021,,DCQ
logistics và quản lý chuỗi cung ứng,Thấp,DCQ - Trường Đại Học Công Nghệ và Quản Lý Hữu Nghị,16.0,A00,2021,,DCQ
logistics và quản lý chuỗi cung ứng,Thấp,DCQ - Trường Đại Học Công Nghệ và Quản Lý Hữu Nghị,16.0,A01,2021,,DCQ
logistics và quản lý chuỗi cung ứng,Thấp,DCQ - Trường Đại Học Công Nghệ và Quản Lý Hữu Nghị,16.0,D01,2021,,DCQ
quản trị dịch vụ du lịch và lữ hành,Thấp,DCQ - Trường Đại Học Công Nghệ và Quản Lý Hữu Nghị,16.0,C00,2021,,DCQ
quản trị dịch vụ du lịch và lữ hành,Thấp,DCQ - Trường Đại Học Công Nghệ và Quản Lý Hữu Nghị,16.0,D01,2021,,DCQ
ngôn ngữ anh,Thấp,DCQ - Trường Đại Học Công Nghệ và Quản Lý Hữu Nghị,16.0,D01,2020,,DCQ
ngôn ngữ trung quốc,Thấp,DCQ - Trường Đại Học Công Nghệ và Quản Lý Hữu Nghị,16.0,D01,2020,,DCQ
quản trị kinh doanh,Thấp,DCQ - Trường Đại Học Công Nghệ và Quản Lý Hữu Nghị,16.0,A00,2020,,DCQ
quản trị kinh doanh,Thấp,DCQ - Trường Đại Học Công Nghệ và Quản Lý Hữu Nghị,16.0,A01,2020,,DCQ
quản trị kinh doanh,Thấp,DCQ - Trường Đại Học Công Nghệ và Quản Lý Hữu Nghị,16.0,D01,2020,,DCQ
